X_Force,Y_Force
4.90167952877588,9.15591769197646
4.8984752982036,9.34068427187086
4.84893556801978,9.42938034710107
4.75122406977065,9.42872216570291
4.60521731537579,9.34651918963594
4.41270916086497,9.19116052164925
4.17743593180471,8.97116374509657
3.90490778483741,8.69482573561133
3.60206896906718,8.37000856608127
3.27684842811997,8.00407013463217
2.93767426537329,7.60392467246727
2.59300933719871,7.17620667309237
2.25093774987338,6.72750244990121
1.91881039964087,6.26459749916873
1.60295246114678,5.79468026729506
1.30844293707381,5.32545631807844
1.03898052825128,4.86514805985275
0.796843339784085,4.4223692513359
0.582936778516635,4.00587661908893
0.396911125985814,3.62422271571085
0.237326737257261,3.28535702418094
0.101857350233896,2.99623121753775
-0.0124624885636187,2.76245680461066
-0.10894498261271,2.58804958586697
-0.19093637592537,2.47528253155197
-0.261530721008431,2.42465278517622
-0.323359194255946,2.43494759357153
-0.378487565271604,2.50337913903699
-0.42842446863756,2.62575828877482
-0.47420999167169,2.79668357969418
-0.516534531678404,3.00972354486811
-0.555842160795735,3.25757298768346
-0.592395095116548,3.53217604629924
-0.626297784105285,3.82482480391413
-0.657483090635462,4.12624912895959
-0.685652804915023,4.42671141993548
-0.710166585765753,4.71611828207105
-0.729901990209728,4.98416105086689
-0.743140068548199,5.22049139484398
-0.747531121628151,5.4149262692441
-0.740162198485304,5.5576671046323
-0.717711668892202,5.63951769154331
-0.67665841693883,5.65209018660802
-0.613510788447059,5.58799241867818
-0.525023381562048,5.44099216729164
-0.408376225716206,5.20615960363651
-0.261303329341692,4.87999660360098
-0.0821742919912103,4.46056440982404
0.129954656931275,3.94761698798985
0.375303294030856,3.34274134560811
0.653335647545691,2.64949915644444
0.962733015274761,1.87355077370891
1.30137259021807,1.02272548452657
1.66631617930041,0.106995851814258
2.05382481359625,-0.861672133615701
2.45942634985124,-1.86959871371362
2.87805728888274,-2.90178947695406
3.30426887756762,-3.94243650003038
3.73245165788095,-4.97549899352084
4.15702507474232,-5.98533222475798
4.57256134535283,-6.95732065070943
4.97383914810459,-7.87845969711864
5.35584093127267,-8.73782771340438
5.71372030771703,-9.52689681361077
6.04276854857727,-10.2396467186781
6.33840162654977,-10.8724698817885
6.59618362142962,-11.4238873151014
6.81190386145815,-11.894123606036
6.98172303117285,-12.2846073694232
7.10238434106657,-12.5974680352137
7.17145372717698,-12.8350929183475
7.18753194899314,-12.9997896364382
7.15039350901404,-13.0935715226349
7.06104402443613,-13.1180593690754
6.92171100318378,-13.0744827524791
6.7357715292274,-12.9637674412166
6.5076013329637,-12.7867022642971
6.24233971317422,-12.5441831089766
5.94559849063667,-12.2375309642339
5.62316759190889,-11.8688695413184
5.28076778882084,-11.4415247244526
4.92387927287041,-10.9603859278597
4.55764781739671,-10.4321634867663
4.18685203264333,-9.86548730646423
3.81591288857461,-9.27081204058838
3.4489327341898,-8.66011915557237
3.08974820448907,-8.04643548892909
2.74196593953025,-7.44321570885681
2.40894142642228,-6.86365430828115
2.09367973655909,-6.31999942809431
1.79867757251691,-5.8229394679455
1.52576142801411,-5.38112415623558
1.27598334033671,-5.00086078864406
1.04961388405806,-4.68599688802608
0.846239435975852,-4.43797380663868
0.664943064176036,-4.25601824021699
0.50453083379528,-4.13742789723063
0.363758886465112,-4.07790212082269
0.241522572610399,-4.07187079676642
0.136985276971904,-4.11278589813418
0.0496444825072074,-4.19335477910977
-0.0206531426243479,-4.30570717396537
-0.0737328624408266,-4.44149794422665
-0.109138636222724,-4.59195848041124
-0.126197080908019,-4.74792106148724
-0.124088477145137,-4.89984572200915
-0.101915964759985,-5.03787487372379
-0.0587708220190632,-5.15193204243746
0.0062016656177228,-5.23187252321729
0.0937285280351622,-5.26768472249644
0.204321162694122,-5.24973101206433
0.338172865383624,-5.16901110507598
0.495054066731209,-5.01743391280081
0.674226954628877,-4.78809285829713
0.874397441754627,-4.4755480790784
1.09371060208229,-4.07612225485131
1.32978769078931,-3.58821185018803
1.57979967424205,-3.01260046997276
1.84056750309839,-2.35273935503188
2.10867238187771,-1.6149425621845
2.38055747545208,-0.808443822116462
2.65261378002609,0.0547177024308675
2.92126201212326,0.959988203467754
3.18304925627798,1.89075870001474
3.43475908428442,2.82898577665673
3.67350000461255,3.75595346911733
3.89672245916063,4.6531219023681
4.1021310375413,5.50298379342376
4.28748930753405,6.2898520429848
4.45035502560027,7.00050952344032
4.58783269425467,7.62466077313534
4.69645065175514,8.15515300295839
4.77222879864205,8.58797520599425
4.81093615547022,8.9220730751528
