Episode ,xVel,yVel,yawRate,pitchRate,zVel,rollRate,work,groundContact,tailStatus,baseReward,crash,simpleTrainingPenalties,yPos,orientation
Weights: ,1,0,0,0,0,0,0,0,0,0,0,0,0,1

Config:
keepBalance, "True"
RandomXVelocity, "True"
RandomYVelocity, "False"
RandomAngularVelocity, "False"
RandomStart, "True"
LongEpisodes, "False"
Swimming, "True"
Transition, "False"
Landing, "False"
2D, "False"
LegPhases, "False"
LegAmplitudes, "False"
LegRotations, "False"
SpinePhases, "True"
SpineAmplitudes, "True"
SpinePitch, "True"
Buoyancy, "True"
Tail, "True"
Analysis, "False"

Values:
2,7.453512,0,0,0,0,0,0,0,0,0,0,0,0,25.22247
2,4.298725,0,0,0,0,0,0,0,0,0,0,0,0,18.48749
2,10.30071,0,0,0,0,0,0,0,0,0,0,0,0,17.28078
2,10.64776,0,0,0,0,0,0,0,0,0,0,0,0,21.45442
2,6.215267,0,0,0,0,0,0,0,0,0,0,0,0,20.20054
2,5.840171,0,0,0,0,0,0,0,0,0,0,0,0,21.73143
2,5.686475,0,0,0,0,0,0,0,0,0,0,0,0,16.54173
2,5.654413,0,0,0,0,0,0,0,0,0,0,0,0,23.18486
2,5.446906,0,0,0,0,0,0,0,0,0,0,0,0,18.81734
2,4.973394,0,0,0,0,0,0,0,0,0,0,0,0,21.54016
2,8.263464,0,0,0,0,0,0,0,0,0,0,0,0,20.95572
2,9.71804,0,0,0,0,0,0,0,0,0,0,0,0,16.00162
2,7.375675,0,0,0,0,0,0,0,0,0,0,0,0,23.39093
2,8.06427,0,0,0,0,0,0,0,0,0,0,0,0,19.57173
2,9.927243,0,0,0,0,0,0,0,0,0,0,0,0,24.92957
2,4.798064,0,0,0,0,0,0,0,0,0,0,0,0,23.68962
