Episode,mode,xT,yT,vx,vy,x,y,z,C_FL,C_FR,C_RL,C_RR,roll,pitch,p_FL,p_FR,p_RL,p_RR,p_S,p_T,r_FL,r_FR,r_RL,r_RR,r_S,r_T,o_FL,o_FR,o_RL,o_RR,a,b
New episode
,0,0,0,0,0,0.315,-2.86,0,0,0,0,0,0,0,0,3.141593,3.141593,0,0,0,1.5,1.5,1.5,1.5,2,0,0,0,0,0,0,0
,0,0,0,0,-190.6669,0.315,-2.86,0,0,0,0,0,0,0,0,3.141593,3.141593,0,0,0,1.5,1.5,1.5,1.5,2,0,0,0,0,0,0,4.999986E-05
,2,0.2176485,-0.2,-0.02904754,-159.6085,0.3049224,-2.394125,0.006178205,0,0,0,0,0.01122961,0.07533782,2.518988,2.483697,0.7172274,4.674695,3.578775,0,1,1,1,1,1,15,0,0,0,0,16.24534,1.27887
,2,0.2176485,-0.2,-0.01060978,-159.5958,0.3048682,-2.393934,0.006007306,0,0,0,0,0.01120738,0.07604555,2.528043,2.485441,0.7172274,4.680346,3.587362,0,1.000025,1.000025,1.000025,1.000025,1.000025,15,0,0,0,0,14.62081,1.19898
,2,0.2176485,-0.2,-0.02969385,30.98834,0.3047204,-2.395175,0.005869749,0,0,0,0,0.01120546,0.076797,2.537098,2.487186,0.7172274,4.685997,3.595949,0,1.000031,1.140656,1.098053,1.000031,1.000031,15,0,0,0,0,12.73071,1.079105
,2,0.2176485,-0.2,-0.01014621,-0.05788812,0.3046679,-2.394993,0.005653268,0,0,0,0,0.01117516,0.07752118,2.546154,2.48893,0.7172274,4.691648,3.604537,0,1.000029,1.316435,1.220579,1.000029,1.000029,15,0,0,0,0,10.80936,0.9442315
,2,0.2176485,-0.2,-0.03057041,-0.1525245,0.3045159,-2.396222,0.005485636,0,0,0,0,0.01116252,0.07825646,2.555209,2.490674,0.7172274,4.697299,3.613124,0,1.000024,1.481225,1.335443,1.000024,1.000024,15,0,0,0,0,8.99052,0.8093508
,2,0.2176485,-0.2,-0.0112222,-0.05693443,0.3044583,-2.396029,0.005250573,0,0,0,0,0.01112137,0.07896951,2.564264,2.492419,0.7172274,4.70295,3.621711,0,1.000019,1.618548,1.431163,1.000019,1.000019,15,0,0,0,0,7.343015,0.6828961
,2,0.2176485,-0.2,-0.03069882,-0.1505536,0.3043054,-2.397251,0.005050273,0,0,0,0,0.01108706,0.07969082,2.573319,2.494163,0.7172274,4.708601,3.630298,0,1.000014,1.725832,1.505943,1.000014,1.000014,15,0,0,0,0,5.894855,0.5690843
,2,0.2176485,-0.2,-0.01011134,-0.05529729,0.3042533,-2.397052,0.00478175,0,0,0,0,0.01101576,0.08038622,2.582374,2.495907,0.7172274,4.714252,3.638885,0,1.00001,1.806294,1.562028,1.00001,1.00001,15,0,0,0,0,4.649338,0.4694975
,2,0.2176485,-0.2,-0.02879575,-0.1493138,0.30411,-2.398269,0.004540076,0,0,0,0,0.01094063,0.08109082,2.591429,2.497651,0.7172274,4.719903,3.647472,0,1.000007,1.864965,1.602923,1.000007,1.000007,15,0,0,0,0,3.595651,0.3841363
,2,0.2176485,-0.2,-0.00770911,-0.05416878,0.3040699,-2.398064,0.004234007,0,0,0,0,0.01082591,0.08176494,2.600484,2.499396,0.7172274,4.725554,3.656059,0,1.000005,1.906872,1.632134,1.000005,1.000005,15,0,0,0,0,2.715724,0.3121122
,2,0.2176485,-0.2,-0.0260711,-0.1484078,0.3039404,-2.399278,0.003952438,0,0,0,0,0.01070189,0.08245175,2.609679,2.504134,0.736077,4.733857,3.672067,0.02356191,1.000004,1.936339,1.652673,1.000004,1.000004,10,0,0,0,0,1.988532,0.2520916
,2,0.2176485,-0.2,-0.002811891,-0.05375552,0.303925,-2.399076,0.003639508,0,0,0,0,0.01055079,0.08310279,2.618873,2.508872,0.7549265,4.742161,3.688075,0.04712382,1.000003,1.956801,1.666936,1.000003,1.000003,10,0,0,0,0,1.392704,0.2025743
,2,0.2176485,-0.2,-0.02056321,-0.1487734,0.3038228,-2.400295,0.003348868,0,0,0,0,0.01038867,0.08377416,2.628067,2.513611,0.7737761,4.750464,3.704082,0.07068574,1.071357,1.944011,1.672858,1.140626,1.018191,10,0,0,0,0,1.003369,0.2233464
,2,0.2176485,-0.2,-0.001155178,-0.05324689,0.3038156,-2.400076,0.00301757,0,0,0,0,0.01021734,0.0843797,2.637261,2.518349,0.7926256,4.758768,3.72009,0.09424765,1.160551,1.92003,1.674688,1.316407,1.040926,10,0,0,0,0,0.7545193,0.2823581
,2,0.2176485,-0.2,-0.01709465,-0.1462621,0.3037306,-2.401269,0.002721395,0,0,0,0,0.01004646,0.08497916,2.646455,2.523087,0.8114752,4.767072,3.736098,0.1178096,1.24417,1.895049,1.674664,1.481201,1.062241,10,0,0,0,0,0.6002463,0.3591914
,2,0.2176485,-0.2,-0.01743731,-0.0482401,0.3036423,-2.401019,0.002534415,0,0,0,0,0.009850311,0.08554454,2.655649,2.527826,0.8303247,4.775375,3.752105,0.1413715,1.313853,1.873192,1.673918,1.61853,1.080003,10,0,0,0,0,0.5088145,0.4412473
,2,0.2176485,-0.2,-0.04265784,-0.1406354,0.3034293,-2.402186,0.002403917,0,0,0,0,0.00965983,0.0861453,2.664843,2.532564,0.8491743,4.783679,3.768113,0.1649334,1.368293,1.855627,1.672995,1.725818,1.09388,10,0,0,0,0,0.4584455,0.5211124
,2,0.2176485,-0.2,-0.03210707,-0.04345582,0.3032678,-2.401921,0.002292693,0,0,0,0,0.009517027,0.08671837,2.674037,2.537302,0.8680238,4.791983,3.784121,0.1884953,1.409123,1.84221,1.672132,1.806284,1.104287,10,0,0,0,0,0.4343224,0.5947536
,2,0.2176485,-0.2,-0.05344401,-0.1389823,0.3030009,-2.403104,0.002173039,0,0,0,0,0.009446753,0.08738012,2.683232,2.542041,0.8868734,4.800286,3.800128,0.2120572,1.438895,1.8323,1.671415,1.864958,1.111876,10,0,0,0,0,0.4264703,0.6602914
,2,0.2176485,-0.2,-0.04287639,-0.04461613,0.3027855,-2.402855,0.002022036,0,0,0,0,0.009445966,0.08801995,2.692426,2.546779,0.9057229,4.80859,3.816136,0.2356191,1.46016,1.825153,1.670855,1.906867,1.117297,10,0,0,0,0,0.4282614,0.7171748
,2,0.2176485,-0.2,-0.06744675,-0.1422566,0.3024487,-2.404055,0.001878704,0,0,0,0,0.009512135,0.08875504,2.708202,2.546779,0.9192248,4.814281,3.834985,0.2356191,1.475113,1.820091,1.670436,1.936335,1.121108,10,0,0,0,0,0.4353648,0.7656349
,2,0.2176485,-0.2,-0.0583132,-0.0473341,0.3021562,-2.403814,0.001668572,0,0,0,0,0.009634456,0.08945797,2.723978,2.546779,0.9327267,4.819971,3.853835,0.2356191,1.485496,1.816555,1.67013,1.956799,1.123755,10,0,0,0,0,0.4450125,0.8063282
,2,0.2176485,-0.2,-0.08409707,-0.1445613,0.3017363,-2.405024,0.001485367,0,0,0,0,0.009815731,0.09025867,2.739754,2.546779,0.9462286,4.825662,3.872685,0.2356191,1.482724,1.703678,1.716398,1.970247,1.107386,10,0,0,0,0,0.485126,0.8208958
,2,0.2176485,-0.2,-0.06481876,-0.04844673,0.3014112,-2.404782,0.00121229,0,0,0,0,0.01002171,0.09101149,2.75553,2.546779,0.9597304,4.831352,3.891534,0.2356191,1.475202,1.563964,1.774353,1.979063,1.085891,10,0,0,0,0,0.5398693,0.8198572
,2,0.2176485,-0.2,-0.07890185,-0.1469137,0.301017,-2.406017,0.001036137,0,0,0,0,0.01022426,0.09187943,2.771307,2.546779,0.9732323,4.837043,3.910384,0.2356191,1.466883,1.433414,1.828724,1.984831,1.065416,10,0,0,0,0,0.5994205,0.810105
,2,0.2176485,-0.2,-0.05850652,-0.05397804,0.300723,-2.405833,0.0008536205,0,0,0,0,0.01041916,0.09272736,2.787083,2.546779,0.9867342,4.842733,3.929234,0.2356191,1.459422,1.324802,1.874048,1.988596,1.048218,10,0,0,0,0,0.6579543,0.7960609
,2,0.2176485,-0.2,-0.07521851,-0.1565776,0.3003476,-2.40713,0.0007814188,0,0,0,0,0.01062273,0.0936975,2.802859,2.546779,1.000236,4.848424,3.948083,0.2356191,1.453346,1.240033,1.909464,1.99105,1.03472,10,0,0,0,0,0.7122574,0.7804804
,2,0.2176485,-0.2,-0.05394905,-0.06545394,0.300076,-2.406999,0.0006850089,0,0,0,0,0.01081567,0.09463461,2.818635,2.546779,1.013738,4.854115,3.966933,0.2356191,1.448665,1.176498,1.936031,1.992646,1.024565,10,0,0,0,0,0.7607868,0.7650094
,2,0.2176485,-0.2,-0.07090402,-0.1675926,0.2997223,-2.408347,0.0006986025,0,0,0,0,0.01100976,0.09569132,2.834411,2.546779,1.02724,4.859805,3.985782,0.2356191,1.445187,1.130193,1.955404,1.993683,1.017143,10,0,0,0,0,0.8030354,0.750567
,2,0.2176485,-0.2,-0.04956573,-0.07497481,0.2994718,-2.408255,0.0006751181,0,0,0,0,0.01118156,0.096705,2.850187,2.546779,1.040742,4.865496,4.004632,0.2356191,1.442669,1.097129,1.969243,1.994356,1.011834,10,0,0,0,0,0.8391105,0.7376058
,2,0.2176485,-0.2,-0.06699679,-0.1760326,0.2991379,-2.40964,0.0007683416,0,0,0,0,0.01134561,0.09783249,2.869037,2.558413,1.047604,4.871468,4.018866,0.259181,1.440879,1.073888,1.978974,1.994792,1.008095,10,0,0,0,0,0.8694583,0.7262878
,2,0.2176485,-0.2,-0.04512677,-0.08190484,0.2989093,-2.409576,0.000836272,0,0,0,0,0.01147569,0.09891078,2.887887,2.570047,1.054466,4.87744,4.0331,0.2827429,1.439625,1.057751,1.985732,1.995074,1.005497,10,0,0,0,0,0.8946878,0.7166015
,2,0.2176485,-0.2,-0.06182826,-0.1821203,0.2986012,-2.410987,0.00103584,0,0,0,0,0.01158742,0.1000979,2.906736,2.581681,1.061328,4.883413,4.047334,0.3063049,1.438318,1.043327,1.930876,1.995877,1.003709,10,0,0,0,0,0.9154614,0.8074976
,2,0.2176485,-0.2,-0.0394626,-0.08734079,0.2984006,-2.41095,0.001209854,0,0,0,0,0.01165896,0.1012309,2.925586,2.593314,1.06819,4.889385,4.061568,0.3298668,1.437175,1.031599,1.859666,1.99677,1.002489,10,0,0,0,0,0.9324302,0.9492903
,2,0.2176485,-0.2,-0.05642625,-0.1870158,0.2981194,-2.412381,0.001522329,0,0,0,0,0.01170285,0.1024657,2.944435,2.604948,1.075053,4.895358,4.075802,0.3534287,1.436255,1.022575,1.792081,1.997573,1.001662,10,0,0,0,0,0.9461983,1.11085
,2,0.2176485,-0.2,-0.03397578,-0.09106013,0.2979459,-2.412353,0.001796358,0,0,0,0,0.01168918,0.1036451,2.963285,2.616582,1.081915,4.90133,4.090036,0.3769906,1.435553,1.015875,1.735417,1.998228,1.001106,10,0,0,0,0,0.9573054,1.273432
,2,0.2176485,-0.2,-0.05103333,-0.189098,0.2976919,-2.413786,0.002216867,0,0,0,0,0.01163771,0.1049166,2.982135,2.628216,1.088777,4.907302,4.10427,0.4005526,1.435034,1.011025,1.690987,1.998733,1.000733,10,0,0,0,0,0.9662216,1.426427
,2,0.2176485,-0.2,-0.02794026,-0.09180718,0.297548,-2.413758,0.002592371,0,0,0,0,0.01151832,0.1061342,3.000984,2.63985,1.095639,4.913275,4.118505,0.4241145,1.434659,1.007581,1.657583,1.999109,1.000484,10,0,0,0,0,0.9733481,1.564468
,2,0.2176485,-0.2,-0.04217541,-0.1890662,0.2973384,-2.415189,0.003109852,0,0,0,0,0.01136064,0.1074298,3.019834,2.651484,1.102501,4.919247,4.132739,0.4476764,1.434394,1.005169,1.633185,1.999381,1.000319,10,0,0,0,0,0.9790226,1.685469
,2,0.2176485,-0.2,0.002156131,-0.09258602,0.2973451,-2.415175,0.003451901,0,0,0,0,0.01116733,0.1086455,3.038683,2.663118,1.109363,4.92522,4.146973,0.4712383,1.434209,1.0035,1.615735,1.999574,1.000209,10,0,0,0,0,0.9835255,1.789322
,2,0.2176485,-0.2,-0.004888734,-0.1909418,0.2973218,-2.416622,0.003902877,0,0,0,0,0.01097574,0.1099154,3.055754,2.664101,1.113855,4.934352,4.163139,0.4948003,1.434081,1.002356,1.603453,1.999709,1.000137,5,0,0,0,0,0.9870881,1.87704
,2,0.2176485,-0.2,0.04014784,-0.09581262,0.2975181,-2.416626,0.004206107,0,0,0,0,0.01074593,0.1111117,3.072824,2.665085,1.118347,4.943484,4.179306,0.5183622,1.433994,1.001578,1.594917,1.999803,1.00009,5,0,0,0,0,0.989899,1.950199
,2,0.2176485,-0.2,0.03653679,-0.1941525,0.297702,-2.418087,0.004615807,0,0,0,0,0.01053248,0.112345,3.089895,2.666069,1.122838,4.952617,4.195473,0.5419241,1.397752,1.001052,1.639423,1.9798,1.000059,5,0,0,0,0,0.9921115,1.869463
,2,0.2176485,-0.2,0.0777898,-0.09907101,0.2980859,-2.418108,0.004849939,0,0,0,0,0.01031381,0.1135236,3.106966,2.667053,1.12733,4.961749,4.211639,0.565486,1.352484,1.000699,1.69839,1.954758,1.000038,5,0,0,0,0,0.993849,1.707209
,2,0.2176485,-0.2,0.07112495,-0.1969817,0.2984427,-2.419581,0.005142654,0,0,0,0,0.01013977,0.1147427,3.124036,2.668036,1.131822,4.970881,4.227806,0.5890478,1.310056,1.000462,1.754713,1.931271,1.000025,5,0,0,0,0,0.9952108,1.50924
,2,0.2176485,-0.2,0.1122307,-0.1024089,0.2989985,-2.419623,0.005252879,0,0,0,0,0.009963076,0.1159178,3.141107,2.66902,1.136314,4.980014,4.243973,0.6126097,1.274704,1.000305,1.802083,1.911693,1.000016,5,0,0,0,0,0.9962761,1.303555
,2,0.2176485,-0.2,0.1083706,-0.2004626,0.2995413,-2.421115,0.005426039,0,0,0,0,0.009834953,0.1171231,3.158177,2.670004,1.140805,4.989146,4.260139,0.6361716,1.247087,1.000201,1.839294,1.896396,1.00001,5,0,0,0,0,0.9971081,1.106386
,2,0.2176485,-0.2,0.1556973,-0.1069547,0.3003137,-2.421185,0.005452389,0,0,0,0,0.009728138,0.1182798,3.175248,2.670987,1.145297,4.998279,4.276306,0.6597335,1.226376,1.000132,1.867305,1.884921,1.000007,5,0,0,0,0,0.9977568,0.9263286
,2,0.2176485,-0.2,0.1537472,-0.2049131,0.3010833,-2.422697,0.005538738,0,0,0,0,0.009686578,0.1194498,3.192318,2.671971,1.149789,5.007411,4.292473,0.6832954,1.211274,1.000086,1.887782,1.876554,1.000004,5,0,0,0,0,0.9982619,0.7671511
,2,0.2176485,-0.2,0.1933645,-0.110833,0.3020432,-2.422778,0.005467026,0,0,0,0,0.009729434,0.1205555,3.209389,2.672955,1.15428,5.016543,4.30864,0.7068573,1.200487,1.000056,1.902437,1.870577,1.000003,5,0,0,0,0,0.9986547,0.6296668
,2,0.2176485,-0.2,0.1722137,-0.2043409,0.3029042,-2.42425,0.005396395,0,0,0,0,0.00991872,0.1216232,3.214391,2.680037,1.15428,5.019344,4.315489,0.7304192,1.192903,1.000037,1.912757,1.866375,1.000002,5,0,0,0,0,0.9989597,0.5129778
,2,0.2176485,-0.2,0.1902202,-0.1043639,0.3038485,-2.424263,0.005180081,0,0,0,0,0.01014745,0.1226012,3.219394,2.68712,1.15428,5.022145,4.322339,0.7539811,1.187636,1.000024,1.919932,1.863456,1.000001,5,0,0,0,0,0.9991962,0.4152791
,2,0.2176485,-0.2,0.1595677,-0.1872224,0.3046458,-2.425586,0.004993182,0,0,0,0,0.0104652,0.1234265,3.224397,2.694203,1.15428,5.024946,4.329189,0.777543,1.198838,1.055374,1.886112,1.86601,1.006413,5,0,0,0,0,0.9734401,0.5256646
,2,0.2176485,-0.2,0.1790301,-0.06079683,0.3055361,-2.425162,0.004684122,0,0,0,0,0.01082287,0.1236288,3.2294,2.701286,1.15428,5.027747,4.336039,0.8011049,1.214897,1.124566,1.841034,1.870343,1.014428,5,0,0,0,0,0.9346728,0.7461984
,2,0.2176485,-0.2,0.1453016,-0.1106582,0.3062623,-2.425922,0.004426956,0,0,0,0,0.01125157,0.12343,3.234402,2.708368,1.15428,5.030548,4.342888,0.8246668,1.230595,1.189436,1.797897,1.874761,1.021942,5,0,0,0,0,0.8910097,1.014907
,2,0.2176485,-0.2,0.1691713,0.01703901,0.3071081,-2.42533,0.004067331,0,0,0,0,0.01171354,0.1232358,3.239405,2.715451,1.15428,5.033349,4.349738,0.8482287,1.243945,1.243494,1.761585,1.878591,1.028204,5,0,0,0,0,0.8473216,1.293921
,2,0.2176485,-0.2,0.1354579,-0.06041535,0.3077846,-2.426068,0.003757057,0,0,0,0,0.01223657,0.1229735,3.244408,2.722534,1.15428,5.03615,4.356588,0.8717906,1.2545,1.285728,1.733046,1.881653,1.033096,5,0,0,0,0,0.8063499,1.561292
,2,0.2176485,-0.2,0.158538,0.03554032,0.3085774,-2.425389,0.003349534,0,0,0,0,0.01277927,0.1226254,3.249411,2.729616,1.15428,5.038951,4.363438,0.8953525,1.262479,1.317403,1.711555,1.883985,1.036766,5,0,0,0,0,0.7694669,1.805404
,2,0.2176485,-0.2,0.1234226,-0.04873283,0.3091932,-2.426061,0.002990639,0,0,0,0,0.01336584,0.1222319,3.254413,2.736699,1.15428,5.041752,4.370287,0.9189144,1.26833,1.3405,1.69584,1.885703,1.039441,5,0,0,0,0,0.7371891,2.021175
,2,0.2176485,-0.2,0.1232681,0.05215016,0.3098101,-2.425286,0.0026841,0,0,0,0,0.01390049,0.1217752,3.259416,2.743782,1.15428,5.044553,4.377137,0.9424763,1.272527,1.356998,1.684592,1.88694,1.041352,5,0,0,0,0,0.7095189,2.20752
,2,0.2176485,-0.2,0.08031787,-0.03101035,0.3102094,-2.425854,0.002472436,0,0,0,0,0.01442456,0.1212867,3.278266,2.75432,1.158271,5.044553,4.395987,0.9660382,1.275487,1.368598,1.67667,1.887815,1.042696,10,0,0,0,0,0.68617,2.365665
,2,0.2176485,-0.2,0.08341379,0.0717641,0.3106272,-2.424985,0.002267078,0,0,0,0,0.0149144,0.1207322,3.297115,2.764859,1.162261,5.044553,4.414836,0.9896001,1.277548,1.376653,1.671161,1.888425,1.043629,10,0,0,0,0,0.6667111,2.498064
,2,0.2176485,-0.2,0.03712334,-0.0114759,0.3108098,-2.425458,0.002164342,0,0,0,0,0.01539511,0.1201551,3.315965,2.775398,1.166252,5.044553,4.433685,1.013162,1.251428,1.326833,1.715252,1.904354,1.039761,10,0,0,0,0,0.6765959,2.481456
,2,0.2176485,-0.2,0.04742362,0.09048793,0.3110478,-2.424497,0.002074598,0,0,0,0,0.01582209,0.1194998,3.334815,2.785936,1.170242,5.044553,4.452535,1.036724,1.217973,1.261412,1.772517,1.924026,1.034562,10,0,0,0,0,0.7023689,2.38207
,2,0.2176485,-0.2,0.004004445,0.006755201,0.3110637,-2.424884,0.002134567,0,0,0,0,0.01623337,0.1188137,3.353664,2.796475,1.174232,5.044553,4.471384,1.060286,1.186358,1.199095,1.826877,1.942394,1.029574,10,0,0,0,0,0.735468,2.242333
,2,0.2176485,-0.2,0.01562333,0.1075905,0.3111424,-2.423844,0.002195185,0,0,0,0,0.01659624,0.1180508,3.372514,2.807013,1.178223,5.044553,4.490233,1.083848,1.159907,1.146755,1.872456,1.95767,1.025369,10,0,0,0,0,0.7706195,2.088631
,2,0.2176485,-0.2,-0.03077202,0.02245906,0.3109838,-2.42416,0.002397606,0,0,0,0,0.01694952,0.1172721,3.391363,2.817552,1.182213,5.044553,4.509083,1.10741,1.139193,1.105672,1.908196,1.96959,1.022062,10,0,0,0,0,0.8047285,1.936681
,2,0.2176485,-0.2,-0.02184575,0.1220864,0.310875,-2.423052,0.002567014,0,0,0,0,0.0172476,0.1164292,3.410213,2.82809,1.186204,5.044553,4.527932,1.130972,1.123633,1.074764,1.935067,1.978523,1.019571,10,0,0,0,0,0.8361192,1.795213
,2,0.2176485,-0.2,-0.07063565,0.03585821,0.3105161,-2.423306,0.002878014,0,0,0,0,0.01752928,0.1155859,3.429063,2.838629,1.190194,5.044553,4.546782,1.154534,1.112274,1.052177,1.954695,1.985032,1.017749,10,0,0,0,0,0.8640191,1.668483
,2,0.2176485,-0.2,-0.06188712,0.1347862,0.3102067,-2.422138,0.003145286,0,0,0,0,0.01774019,0.1146855,3.447912,2.849168,1.194184,5.044553,4.565631,1.178096,1.104154,1.036017,1.968733,1.98968,1.016444,10,0,0,0,0,0.8882115,1.557964
,2,0.2176485,-0.2,-0.1098722,0.04731821,0.309651,-2.422343,0.003575662,0,0,0,0,0.01792373,0.1137927,3.466762,2.85626,1.199533,5.051575,4.578863,1.201658,1.098441,1.024639,1.978613,1.992947,1.015525,10,0,0,0,0,0.9088066,1.463471
,2,0.2176485,-0.2,-0.06125838,0.1423997,0.3093438,-2.42117,0.003954339,0,0,0,0,0.0179508,0.1128468,3.485611,2.863353,1.204881,5.058598,4.592094,1.22522,1.094471,1.01673,1.985481,1.995215,1.014886,10,0,0,0,0,0.9260908,1.383898
,2,0.2176485,-0.2,-0.0875944,0.04771557,0.3088993,-2.421423,0.004507778,0,0,0,0,0.01790672,0.1119193,3.504461,2.870446,1.21023,5.06562,4.605326,1.248782,1.117847,1.0676,1.97619,1.996773,1.012543,10,0,0,0,0,0.9404325,1.46944
,2,0.2176485,-0.2,-0.04544318,0.1368684,0.3086719,-2.42029,0.004973816,0,0,0,0,0.01772991,0.1109414,3.523311,2.877538,1.215578,5.072642,4.618558,1.272344,1.148618,1.134276,1.961895,1.997836,1.009864,10,0,0,0,0,0.9522227,1.642513
,2,0.2176485,-0.2,-0.07109883,0.03892586,0.3083104,-2.420587,0.005611619,0,0,0,0,0.01749268,0.1099945,3.54216,2.884631,1.220927,5.079665,4.63179,1.295905,1.177951,1.197751,1.947655,1.998556,1.00743,10,0,0,0,0,0.9618407,1.854006
,2,0.2176485,-0.2,-0.03419683,0.1285873,0.3081394,-2.419494,0.00613211,0,0,0,0,0.01713189,0.1090101,3.56101,2.891724,1.226275,5.086687,4.645021,1.319467,1.202596,1.25105,1.935439,1.99904,1.005435,10,0,0,0,0,0.9696358,2.073891
,2,0.2176485,-0.2,-0.06156372,0.03042225,0.3078264,-2.419833,0.006825941,0,0,0,0,0.01671536,0.1080685,3.579859,2.898817,1.231624,5.093709,4.658253,1.343029,1.221945,1.292877,1.925731,1.999364,1.003891,10,0,0,0,0,0.9759184,2.284754
,2,0.2176485,-0.2,-0.03750262,0.1209738,0.307639,-2.418772,0.00746033,0,0,0,0,0.01615588,0.1071095,3.598709,2.905909,1.236972,5.100732,4.671485,1.366591,1.236504,1.324342,1.918369,1.99958,1.002741,10,0,0,0,0,0.9809574,2.477363
,2,0.2176485,-0.2,-0.07172632,0.02374652,0.3072752,-2.419138,0.008320127,0,0,0,0,0.01552318,0.1062124,3.617559,2.913002,1.24232,5.107754,4.684717,1.390153,1.247145,1.347335,1.912957,1.999723,1.001906,10,0,0,0,0,0.984982,2.647667
,2,0.2176485,-0.2,-0.04693152,0.1156173,0.3070405,-2.418099,0.009109153,0,0,0,0,0.01475799,0.1052958,3.636408,2.920095,1.247669,5.114777,4.697948,1.413715,1.254758,1.363784,1.90907,1.999818,1.001312,10,0,0,0,0,0.9881845,2.79478
,2,0.2176485,-0.2,-0.07698434,0.0188351,0.3066505,-2.418489,0.01010017,0,0,0,0,0.01394243,0.104438,3.655258,2.92708,1.247669,5.121847,4.716798,1.437277,1.260119,1.375365,1.906323,1.999881,1.000895,5,0,0,0,0,0.9907243,2.919653
,2,0.2176485,-0.2,-0.04843853,0.1117072,0.3064078,-2.417462,0.010958,0,0,0,0,0.01304746,0.1035346,3.674108,2.934066,1.247669,5.128918,4.735647,1.460839,1.263846,1.383415,1.904409,1.999922,1.000607,5,0,0,0,0,0.9927327,3.024212
,2,0.2176485,-0.2,-0.08512526,0.01796089,0.3059765,-2.41783,0.01194676,0,0,0,0,0.01219059,0.1026434,3.692957,2.941051,1.247669,5.135988,4.754497,1.484401,1.228198,1.337729,1.917104,1.999949,1.000409,5,0,0,0,0,0.9943166,2.896029
,2,0.2176485,-0.2,-0.04011268,0.1131536,0.3057751,-2.416792,0.01277849,0,0,0,0,0.01124906,0.1017093,3.711807,2.948036,1.247669,5.143059,4.773346,1.507963,1.182183,1.277478,1.93372,1.999967,1.000274,5,0,0,0,0,0.9955628,2.64494
,2,0.2176485,-0.2,-0.06948348,0.01810394,0.3054212,-2.417191,0.01379461,0,0,0,0,0.01031124,0.1008372,3.730656,2.955022,1.247669,5.150129,4.792195,1.531525,1.138589,1.220009,1.949531,1.999979,1.000183,5,0,0,0,0,0.9965411,2.34041
,2,0.2176485,-0.2,-0.0345571,0.1105151,0.3052472,-2.416172,0.01467838,0,0,0,0,0.009330565,0.09993149,3.749506,2.962007,1.247669,5.1572,4.811045,1.555087,1.102071,1.171709,1.962805,1.999986,1.000121,5,0,0,0,0,0.9973075,2.024851
,2,0.2176485,-0.2,-0.0642819,0.01320841,0.3049189,-2.416594,0.01575152,0,0,0,0,0.008371328,0.09910779,3.768356,2.968993,1.247669,5.16427,4.829894,1.578649,1.073452,1.133783,1.97322,1.999991,1.00008,5,0,0,0,0,0.997907,1.722812
,2,0.2176485,-0.2,-0.01629442,0.1034261,0.3048341,-2.415639,0.01666878,0,0,0,0,0.007462212,0.09830949,3.787205,2.975978,1.247669,5.171341,4.848743,1.602211,1.051944,1.105242,1.981055,1.999994,1.000053,5,0,0,0,0,0.998375,1.447255
,2,0.2176485,-0.2,-0.05798727,0.003989542,0.3045368,-2.416112,0.017665,0,0,0,0,0.006703158,0.09760104,3.806055,2.982964,1.247669,5.178411,4.867593,1.625773,1.036238,1.084381,1.986779,1.999996,1.000035,5,0,0,0,0,0.9987398,1.203816
,2,0.2176485,-0.2,-0.02266459,0.09625766,0.304421,-2.41515,0.01847283,0,0,0,0,0.006063762,0.09685318,3.824904,2.989949,1.247669,5.185482,4.886442,1.649335,1.025007,1.069454,1.990875,1.999997,1.000023,5,0,0,0,0,0.9990237,0.9936588
,2,0.2176485,-0.2,-0.05426646,0.0006039937,0.3041428,-2.41563,0.0193459,0,0,0,0,0.00556891,0.09619771,3.843754,2.989949,1.254797,5.189167,4.895658,1.672897,1.017103,1.058943,1.993757,1.999998,1.000015,0,0,0,0,0,0.9992445,0.8153571
,2,0.2176485,-0.2,-0.0286324,0.09579672,0.3039982,-2.414675,0.02005347,0,0,0,0,0.005194051,0.09551621,3.862604,2.989949,1.261926,5.192852,4.904875,1.696459,1.01161,1.051636,1.995762,1.999999,1.00001,0,0,0,0,0,0.9994159,0.6661181
,2,0.2176485,-0.2,-0.05911331,-0.0008106257,0.3036963,-2.415162,0.02081644,0,0,0,0,0.004946386,0.09493437,3.881453,2.989949,1.269054,5.196537,4.914091,1.720021,1.007832,1.063697,1.940651,1.999999,1.000006,0,0,0,0,0,0.9995488,0.5405388
,2,0.2176485,-0.2,-0.04110049,0.09425494,0.3034902,-2.414216,0.02146856,0,0,0,0,0.004817024,0.09433775,3.900303,2.989949,1.276182,5.200222,4.923307,1.743583,1.005255,1.081628,1.87098,2,1.000004,0,0,0,0,0,0.9996517,0.4361168
,2,0.2176485,-0.2,-0.07140069,-0.002400085,0.3031277,-2.414711,0.02218133,0,0,0,0,0.004790995,0.0938452,3.919152,2.989949,1.283311,5.203907,4.932524,1.767145,1.003509,1.099329,1.805418,2,1.000003,0,0,0,0,0,0.9997314,0.3501222
,2,0.2176485,-0.2,-0.05368784,0.09247475,0.302859,-2.413775,0.02279992,0,0,0,0,0.004873517,0.09333703,3.938002,2.989949,1.290439,5.207592,4.94174,1.790707,1.002334,1.114453,1.750682,2,1.000002,0,0,0,0,0,0.9997931,0.2798676
